Project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
caffe,10,0.49827586206896546,0.5572618234608789,0.6327292793427644,0.4380076780115109,0.6327292793427645,"[0.7403846153846154, 0.6547169811320754, 0.5981132075471698, 0.30092592592592593, 0.803921568627451, 0.6378205128205128, 0.6708333333333334, 0.6132075471698113, 0.6022408963585435, 0.7051282051282052]"
