Project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
keras,10,0.5567164179104476,0.6284297247380561,0.6960822488055869,0.5368977435393061,0.6960822488055869,"[0.6779162339910004, 0.7629870129870129, 0.6517543859649123, 0.7214678899082569, 0.6893577981651376, 0.7012807199723088, 0.6844362745098039, 0.6441707717569787, 0.7246212121212122, 0.7028301886792453]"
