Project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
pytorch,10,0.6258278145695364,0.6060832688463655,0.7413041691891598,0.553478635317824,0.7413041691891598,"[0.7692147034252297, 0.7350464576074331, 0.7015267175572519, 0.7293040293040294, 0.7249015748031495, 0.7695094760312152, 0.7579016681299385, 0.6977671451355661, 0.7263993316624896, 0.8014705882352942]"
pytorch,10,0.6258278145695364,0.6060832688463655,0.7413041691891598,0.553478635317824,0.7413041691891598,"[0.7692147034252297, 0.7350464576074331, 0.7015267175572519, 0.7293040293040294, 0.7249015748031495, 0.7695094760312152, 0.7579016681299385, 0.6977671451355661, 0.7263993316624896, 0.8014705882352942]"
