Project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
tensorflow,10,0.561744966442953,0.6359502913456894,0.7226673711740815,0.5396969556620628,0.7226673711740815,"[0.7328469884025439, 0.7345931997571342, 0.7191666666666667, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7360413481837373, 0.7247356774034914]"
