Project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
incubator-mxnet,10,0.6057692307692308,0.6132695400160413,0.7494401403382437,0.5463745479924287,0.7494401403382437,"[0.7252747252747254, 0.75, 0.7692307692307692, 0.7253968253968254, 0.7300724637681159, 0.7250936329588014, 0.8031914893617021, 0.7444444444444445, 0.7414772727272727, 0.7802197802197802]"
